[ 2025-02-22 15:35:47,961 ] 20 root - INFO - Initiate the data ingestion
[ 2025-02-22 15:35:54,020 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-22 15:35:54,020 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-22 15:35:54,021 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-22 15:35:54,063 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-22 15:35:54,064 ] 22 root - INFO - Data Initiation Completed
[ 2025-02-22 15:35:54,070 ] 26 root - INFO - Initiate the data Validation
[ 2025-02-22 15:35:54,125 ] 32 root - INFO - Required number of columns:2
[ 2025-02-22 15:35:54,126 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-22 15:35:54,126 ] 32 root - INFO - Required number of columns:2
[ 2025-02-22 15:35:54,126 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-22 15:35:54,240 ] 28 root - INFO - data Validation Completed
[ 2025-02-22 15:35:54,240 ] 31 root - INFO - data Transformation started
[ 2025-02-22 15:35:54,240 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-02-22 15:35:54,240 ] 65 root - INFO - Starting data transformation
[ 2025-02-22 15:35:54,268 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-02-22 15:35:54,268 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-02-22 15:35:54,280 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-22 15:35:54,283 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-22 15:35:54,283 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-22 15:35:54,286 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-22 15:35:54,287 ] 35 root - INFO - data Transformation completed
[ 2025-02-22 15:35:54,288 ] 37 root - INFO - Model Training sstared
[ 2025-02-22 15:38:41,753 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-22 15:38:41,753 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-22 15:38:41,754 ] 151 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\02_22_2025_15_35_44\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912512716174975, precision_score=0.9894394800974817, recall_score=0.9930697105584998), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9765220851571826, precision_score=0.9722662440570523, recall_score=0.9808153477218226))
[ 2025-02-22 15:38:41,756 ] 42 root - INFO - Model Training artifact created
