[ 2025-02-22 13:31:53,290 ] 20 root - INFO - Initiate the data ingestion
[ 2025-02-22 13:31:59,357 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-22 13:31:59,357 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-22 13:31:59,357 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-22 13:31:59,400 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-22 13:31:59,401 ] 22 root - INFO - Data Initiation Completed
[ 2025-02-22 13:31:59,419 ] 26 root - INFO - Initiate the data Validation
[ 2025-02-22 13:31:59,473 ] 32 root - INFO - Required number of columns:2
[ 2025-02-22 13:31:59,474 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-22 13:31:59,474 ] 32 root - INFO - Required number of columns:2
[ 2025-02-22 13:31:59,474 ] 33 root - INFO - Data frame has columns:31
[ 2025-02-22 13:31:59,601 ] 28 root - INFO - data Validation Completed
[ 2025-02-22 13:31:59,602 ] 31 root - INFO - data Transformation started
[ 2025-02-22 13:31:59,602 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-02-22 13:31:59,602 ] 65 root - INFO - Starting data transformation
[ 2025-02-22 13:31:59,627 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-02-22 13:31:59,627 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-02-22 13:31:59,641 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-22 13:31:59,645 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-22 13:31:59,645 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-22 13:31:59,649 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-22 13:31:59,651 ] 35 root - INFO - data Transformation completed
[ 2025-02-22 13:31:59,651 ] 37 root - INFO - Model Training sstared
